prog_code,inst_name,prog_name,cutoff_2022,cutoff_2023,Cluster
1053107,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE WITH IT),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1057107,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),28.868,32.262,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1057107,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),28.868,32.262,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1057107,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),28.868,32.262,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1057107,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),28.868,32.262,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1057107,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),28.868,32.262,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1057107,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),28.868,32.262,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1057107,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),28.868,32.262,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1057107,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),28.868,32.262,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1057107,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),28.868,32.262,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1087107,KISII UNIVERSITY,BACHELOR OF ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1087107,KISII UNIVERSITY,BACHELOR OF ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1087107,KISII UNIVERSITY,BACHELOR OF ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1111107,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),31.842,34.474,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1111107,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),31.842,34.474,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1111107,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),31.842,34.474,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1111107,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),31.842,34.474,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1111107,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),31.842,34.474,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1111107,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),31.842,34.474,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1111107,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),31.842,34.474,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1111107,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),31.842,34.474,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1111107,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),31.842,34.474,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1114107,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,23.568,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1118107,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1118107,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1118107,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1118107,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1118107,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1118107,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1118107,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1118107,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1118107,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1164107,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,25.777,28.075,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1166107,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1166107,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1166107,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1166107,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1166107,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1166107,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1166107,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1166107,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1166107,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1173107,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,24.342,24.443,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1229107,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (ACTUARIAL SCIENCE, WITH IT)",24.601,26.81,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1229107,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (ACTUARIAL SCIENCE, WITH IT)",24.601,26.81,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1240107,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1240107,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1240107,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1240107,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1240107,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1240107,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1240107,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1240107,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1240107,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1244107,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1249107,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,31.441,34.347,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1253107,MOI UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),24.923,24.905,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1253107,MOI UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),24.923,24.905,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1253107,MOI UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),24.923,24.905,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1253107,MOI UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),24.923,24.905,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1253107,MOI UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),24.923,24.905,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1253107,MOI UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),24.923,24.905,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1253107,MOI UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),24.923,24.905,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1253107,MOI UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),24.923,24.905,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1253107,MOI UNIVERSITY,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),24.923,24.905,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1263107,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),39.271,39.531,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1263107,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),39.271,39.531,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1263107,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),39.271,39.531,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1263107,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),39.271,39.531,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1263107,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),39.271,39.531,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1263107,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),39.271,39.531,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1263107,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),39.271,39.531,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1263107,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),39.271,39.531,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1263107,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ACTUARIAL SCIENCE),39.271,39.531,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1162107,DAYSTAR UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1162107,DAYSTAR UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
1162107,DAYSTAR UNIVERSITY,BACHELOR OF SCIENCE IN ACTUARIAL SCIENCE,19.914,18.831,"Actuarial Science, Accountancy, Mathematics, Economics, Statistics & Related"
